59.913333	10.738889
58.478333	6.063056
58.970000	5.731389
59.446389	5.298333
58.851667	5.736111
58.365000	6.310278
58.519722	6.461389
58.656944	6.146667
58.606389	5.724722
58.777222	5.596667
58.722778	5.765278
58.781944	6.008611
58.880000	5.628611
59.001667	5.615278
59.063333	6.027778
59.217222	6.340833
59.468333	6.499722
59.687500	6.437222
59.062222	5.411667
59.200278	5.423056
59.361667	5.542778
59.256389	5.249167
59.307222	4.886111
59.545556	5.818056
63.110278	7.727778
62.756389	7.238611
62.477778	6.190278
62.060556	5.697500
62.258333	5.431389
62.355556	5.544444
62.356389	5.853889
62.364167	6.001389
62.200278	6.132222
62.191389	6.948889
62.375556	6.644167
62.424722	6.206111
62.562500	6.101944
62.584444	7.018333
62.504722	7.781944
62.828611	6.845833
62.997222	7.555278
62.916389	7.919167
62.953611	8.218056
62.612778	8.634167
62.947500	8.770000
63.401944	8.029167
63.268611	8.607778
62.087778	6.014167
62.303611	7.257778
62.916667	7.227500
67.282778	14.375000
68.420556	17.560000
65.096667	12.588611
65.323611	12.177222
65.475833	12.400278
65.675278	11.957778
65.668333	12.518611
65.998611	12.217222
65.956667	12.572778
66.112778	13.130833
65.799167	13.250556
65.400556	13.510556
65.547500	14.134444
66.091389	12.525833
66.257778	13.035000
66.054167	14.030556
66.371944	14.342778
66.431944	12.855000
66.507500	12.030833
66.593333	13.359444
66.788056	13.675833
67.023333	14.077222
66.917222	14.674722
66.920000	15.560000
67.220556	15.808611
67.220556	15.808611
67.798333	15.171944
68.404167	15.571389
68.536389	16.931944
67.520000	12.098889
67.673056	12.669167
68.079167	13.274444
68.221389	13.784444
68.278056	14.520833
68.535000	14.825000
68.695278	14.579444
68.888333	15.183333
68.708611	15.280833
69.094444	15.764444
67.925278	12.958889
68.075833	15.782222
59.126389	11.482778
59.459167	10.700833
59.285833	11.111944
59.205278	10.950000
59.737778	10.205000
59.669444	9.651667
60.205278	10.152500
59.056389	11.022222
59.223056	11.695556
59.511111	11.628333
59.582222	11.170278
59.480556	11.144444
59.373056	11.420278
59.348889	10.855000
59.472500	10.916944
59.575000	10.731944
59.750000	10.866667
59.660278	10.783611
59.698889	10.655278
59.808611	10.655556
59.938333	10.506667
59.835278	10.435000
59.840000	11.568333
59.889167	11.075278
59.774167	11.101944
59.898889	10.964167
59.950000	11.083333
60.073056	10.872222
60.082500	11.014444
60.170833	11.188056
60.130833	11.489167
60.350000	11.250000
60.245556	10.952778
60.415833	11.008611
60.047778	10.291111
60.408611	9.484167
60.558333	9.101111
60.750278	8.984722
60.905833	8.514722
60.630278	8.561111
60.571667	8.071667
60.052500	9.601111
60.195000	9.664444
59.957500	9.982778
59.771944	9.836111
59.793889	10.266111
59.847778	9.482222
60.017222	9.233889
60.307222	8.805556
60.271111	10.401944
60.252778	10.667222
60.243056	12.225556
60.799167	11.056111
61.116667	10.466667
60.792500	10.695000
61.024167	10.801944
60.825278	11.390833
60.715833	11.190278
60.442222	11.568056
60.236667	11.745556
59.998056	12.060556
60.456389	12.058333
60.653611	12.153056
60.753333	11.897500
60.927500	11.715278
61.310000	12.315000
61.146389	11.415833
61.635000	10.874167
61.859444	11.176111
61.883333	12.033333
62.401389	11.022222
62.275278	10.832500
62.071667	10.507500
62.199167	10.035278
62.476111	11.243056
62.035000	9.467500
62.210556	8.644722
61.936111	7.960278
