61.810833	8.639167
61.848611	9.121111
61.658889	9.727778
61.816944	9.573333
61.568889	9.923333
61.535556	10.308056
61.265278	10.413333
61.276667	9.922500
60.613333	10.916111
60.652778	10.596111
60.441111	10.495556
60.676944	10.278889
60.931944	10.017222
60.696389	9.658889
60.967222	9.653611
60.959722	9.264167
61.060556	8.917222
61.236389	9.143611
61.214444	8.504167
59.420833	10.432778
59.495278	10.248611
59.298056	10.423611
59.130556	10.216667
59.081111	10.016389
59.115556	9.710000
59.208056	9.552778
59.629444	9.191389
59.166667	10.400000
59.297500	9.706389
59.019722	9.560833
58.886944	9.346944
59.123333	8.981944
59.284722	9.123889
59.450000	9.100000
60.009167	8.559444
59.665000	8.726111
59.513333	8.648889
59.398333	8.495000
59.076389	8.518333
59.165833	8.019722
59.417222	7.978611
59.801389	7.779167
58.726389	9.194444
58.351944	8.544444
58.460833	8.766389
58.147222	7.997222
58.104167	7.288889
58.082778	6.752778
58.327222	6.666667
58.892500	8.956667
58.775556	8.832222
58.623889	8.927778
58.583056	8.572222
58.246944	8.316944
58.449444	8.233333
58.798056	8.369167
58.441111	7.955833
58.584722	7.770556
58.924167	7.764722
59.212500	7.535833
59.443056	7.255000
58.310556	7.856944
58.701944	7.393611
58.169167	7.055833
58.456667	7.219722
58.338056	7.023056
58.861944	6.813333
60.389444	5.330000
61.599722	5.032778
59.663889	5.933333
59.573611	5.363333
59.779444	5.218333
59.808056	5.466389
59.918889	5.371389
59.998333	5.577222
59.928056	6.036944
60.311667	6.814722
60.435000	7.277222
60.621111	7.080278
60.702500	6.423056
60.370000	6.143889
60.402778	5.805556
60.195556	5.622222
60.037778	5.268333
60.610833	4.824722
60.471389	5.160556
60.606944	5.816111
60.880556	5.925278
60.518056	5.541389
60.666667	5.333333
60.771111	4.926111
60.768889	4.730556
60.838333	5.448611
61.024167	5.119444
61.130833	4.947778
61.170833	5.293056
61.188056	5.895556
61.056944	6.578056
61.242222	7.055000
60.868056	7.243333
61.051111	7.597778
61.291389	7.798056
61.493889	7.329444
61.405833	5.242222
61.306111	5.463333
61.452222	5.857222
61.808611	5.420833
61.911389	6.037222
61.743889	6.170556
61.838611	6.862778
63.429722	10.393333
64.058056	11.718889
64.493889	11.511667
63.725556	8.744167
64.297778	10.513333
62.573611	9.608889
62.830833	9.874444
62.574167	11.383056
62.868611	11.277222
62.921111	10.500556
63.176389	10.303611
63.281389	10.055278
63.372778	10.750833
63.198333	11.140278
63.018333	11.815000
63.438056	11.849444
63.475000	11.170833
63.603889	10.774444
63.654722	11.260278
63.798056	11.949167
64.224444	12.625278
64.376111	13.609722
64.920833	13.650833
64.871944	12.976389
64.531389	12.620000
64.724167	12.333889
64.507778	11.893889
64.419722	10.907778
65.088056	11.616944
63.899444	11.220000
63.643889	10.186944
63.290556	9.089167
63.547222	8.854722
63.783333	9.800000
63.977778	10.385556
63.306667	9.850278
64.839167	11.460833
63.042222	9.289444
69.682778	18.942778
68.800000	16.545833
69.976667	23.295833
70.370556	31.024167
70.073333	29.749722
70.662500	23.683333
68.701944	16.146944
68.484444	16.292500
68.829444	17.245833
68.690000	17.541667
68.657778	17.583611
68.864167	18.352778
68.900556	17.893056
68.975000	19.064444
69.091944	18.193611
69.066944	17.741389
69.080556	16.803056
69.304722	19.203611
70.130000	19.430833
69.690278	20.081667
69.278611	20.286667
69.603889	20.532500
70.085278	20.659444
69.705000	21.209167
69.894167	21.980278
69.011667	23.043333
70.239444	22.348611
70.591667	22.302778
70.996667	24.661389
70.978056	25.974722
70.052222	24.955833
69.481944	25.105000
70.945278	27.351111
71.041111	27.851389
70.858056	29.085000
70.199444	28.185833
70.173333	28.553611
70.635278	29.720833
69.728611	30.041667
